Completed Date,Task Title,Project Title
2022-05-25 18:45:52+00:00,Make bed,Life
2022-05-25 18:45:54+00:00,Do Laundry,Life
2022-05-25 19:02:12+00:00,Clean Litter Box,Life
2022-05-25 19:20:27+00:00,Take Out Trash,Life
2022-05-25 19:52:30+00:00,Do Duolingo,Life
2022-05-25 19:52:34+00:00,Vacuum,Life
2022-06-01 20:39:09+00:00,Do Dishes,Life
2022-06-01 20:39:12+00:00,Do Laundry,Life
2022-06-01 20:39:12+00:00,Make bed,Life
2022-06-01 20:39:14+00:00,Take Out Trash,Life
2022-06-01 20:39:19+00:00,Schedule Article,The Renegade Coder
2022-06-01 20:39:28+00:00,Schedule Patreon Post,The Renegade Coder
2022-06-01 20:39:28+00:00,Update Newsletter,The Renegade Coder
2022-06-02 17:37:27+00:00,Exercise,Life
2022-06-02 17:37:44+00:00,Make bed,Life
2022-06-02 17:37:51+00:00,Schedule Article,The Renegade Coder
2022-06-08 05:29:53+00:00,Vacuum,Life
2022-06-08 05:29:53+00:00,Clean Litter Box,Life
2022-06-08 05:29:53+00:00,Order Prescription,Life
2022-06-08 05:29:53+00:00,Do Duolingo,Life
2022-06-08 05:29:56+00:00,Write for Dissertation,EED
2022-06-08 05:29:56+00:00,Make bed,Life
2022-06-08 05:29:58+00:00,Do Laundry,Life
2022-06-08 05:29:58+00:00,Take Out Trash,Life
2022-06-08 05:29:59+00:00,Do Dishes,Life
2022-06-08 05:30:00+00:00,Exercise,Life
2022-06-08 19:54:26+00:00,Schedule Article,The Renegade Coder
2022-06-08 19:54:33+00:00,Schedule Article,The Renegade Coder
2022-06-09 05:36:49+00:00,Schedule Article,The Renegade Coder
2022-06-10 06:13:38+00:00,Schedule Article,The Renegade Coder
2022-06-13 19:42:00+00:00,Do Duolingo,Life
2022-06-13 19:42:07+00:00,Exercise,Life
2022-06-13 19:42:08+00:00,Make bed,Life
2022-06-13 19:42:10+00:00,Vacuum,Life
2022-06-13 19:42:10+00:00,Clean Litter Box,Life
2022-06-13 19:42:13+00:00,Take Out Trash,Life
2022-06-13 19:42:13+00:00,Do Laundry,Life
2022-06-13 19:42:15+00:00,Do Dishes,Life
2022-06-15 17:36:41+00:00,Schedule Article,The Renegade Coder
2022-06-15 17:36:44+00:00,Schedule Article,The Renegade Coder
2022-06-15 17:36:45+00:00,Schedule Article,The Renegade Coder
2022-06-15 17:36:49+00:00,Schedule Article,The Renegade Coder
2022-06-15 17:36:51+00:00,Schedule Article,The Renegade Coder
2022-06-15 17:36:58+00:00,Buy Cat Food,Life
2022-06-15 17:37:00+00:00,Make bed,Life
2022-06-16 02:55:26+00:00,Schedule Patreon Post,The Renegade Coder
2022-06-16 02:55:29+00:00,Schedule Patreon Post,The Renegade Coder
2022-06-16 02:55:32+00:00,Exercise,Life
2022-06-16 02:55:32+00:00,Do Duolingo,Life
2022-06-16 03:03:50+00:00,Schedule Patreon Post,The Renegade Coder
2022-06-16 03:05:20+00:00,Schedule Patreon Post,The Renegade Coder
2022-06-16 03:30:22+00:00,Schedule Patreon Post,The Renegade Coder
2022-06-16 03:30:30+00:00,Schedule Patreon Post,The Renegade Coder
2022-06-21 03:28:18+00:00,Make bed,Life
2022-06-21 03:28:18+00:00,Do Duolingo,Life
2022-06-21 03:28:18+00:00,Exercise,Life
2022-06-21 03:28:25+00:00,Clean Litter Box,Life
2022-06-21 03:28:26+00:00,Do Dishes,Life
2022-06-21 03:28:26+00:00,Take Out Trash,Life
2022-06-21 03:28:26+00:00,Do Laundry,Life
2022-06-21 03:28:26+00:00,Vacuum,Life
2022-06-21 15:12:08+00:00,Do Duolingo,Life
2022-06-21 15:28:37+00:00,Write for Dissertation,EED
2022-06-21 15:41:27+00:00,Make bed,Life
2022-06-21 15:46:23+00:00,Write for Dissertation,EED
2022-06-21 16:49:40+00:00,Refine Dissertation Schedule,EED
2022-06-21 16:55:56+00:00,Send Proposal Meeting Invite for,EED
2022-06-21 16:58:28+00:00,Read EED Handbook,EED
2022-06-21 17:16:42+00:00,Request Admissions Documents from CSE,EED
2022-06-21 17:23:21+00:00,Schedule Patreon Post,The Renegade Coder
2022-06-21 18:21:21+00:00,Clean Litter Box,Life
2022-06-21 18:51:54+00:00,Exercise,Life
2022-06-22 13:27:57+00:00,Make bed,Life
2022-06-22 13:54:15+00:00,Do Duolingo,Life
2022-06-22 19:52:31+00:00,Draft One Pager,EED
2022-06-22 19:52:35+00:00,Exercise,Life
2022-06-23 14:42:53+00:00,Do Laundry,Life
2022-06-23 14:43:14+00:00,Take Out Trash,Life
2022-06-23 14:43:15+00:00,Do Dishes,Life
2022-06-23 14:45:48+00:00,Make bed,Life
2022-06-23 15:11:55+00:00,Do Duolingo,Life
2022-06-24 00:39:45+00:00,Exercise,Life
2022-06-24 00:39:45+00:00,Vacuum,Life
2022-06-24 16:43:25+00:00,Finalize One Pager,EED
2022-06-24 19:32:17+00:00,Make bed,Life
2022-06-24 21:09:50+00:00,Do Duolingo,Life
2022-06-27 14:45:56+00:00,Clean Litter Box,Life
2022-06-27 14:45:58+00:00,Take Out Trash,Life
2022-06-27 14:45:58+00:00,Do Laundry,Life
2022-06-27 14:45:59+00:00,Do Dishes,Life
2022-06-27 14:45:59+00:00,Send One-Pager to Amy,EED
2022-06-27 14:48:22+00:00,Do Duolingo,Life
2022-06-27 21:34:02+00:00,Make bed,Life
2022-06-27 21:34:05+00:00,Exercise,Life
2022-06-28 14:54:20+00:00,Make bed,Life
2022-06-28 15:18:44+00:00,Do Laundry,Life
2022-06-28 17:49:39+00:00,Do Duolingo,Life
2022-06-28 20:35:53+00:00,Take Out Trash,Life
2022-06-29 02:06:13+00:00,Exercise,Life
2022-06-29 14:42:02+00:00,Do Dishes,Life
2022-06-29 14:48:41+00:00,Make bed,Life
2022-06-30 16:25:58+00:00,Do Duolingo,Life
2022-06-30 16:26:02+00:00,Exercise,Life
2022-06-30 16:26:04+00:00,Make bed,Life
2022-07-01 01:58:17+00:00,Update Newsletter,The Renegade Coder
2022-07-01 01:58:27+00:00,Do Duolingo,Life
2022-07-01 18:48:46+00:00,Contact Potential Committee Members,EED
2022-07-01 18:48:47+00:00,Contact Committee Members,EED
2022-07-01 18:48:48+00:00,Draft IRB Documents,EED
2022-07-01 19:08:55+00:00,Make bed,Life
2022-07-01 19:27:47+00:00,Take Out Trash,Life
2022-07-01 19:27:50+00:00,Clean Litter Box,Life
2022-07-01 19:27:51+00:00,Vacuum,Life
2022-07-01 20:00:30+00:00,Do Laundry,Life
2022-07-01 20:00:30+00:00,Do Dishes,Life
2022-07-01 20:08:01+00:00,Do Duolingo,Life
2022-07-05 18:12:50+00:00,Order Prescription,Life
2022-07-05 19:37:51+00:00,Make bed,Life
2022-07-06 01:13:10+00:00,Do Duolingo,Life
2022-07-06 01:13:14+00:00,Exercise,Life
2022-07-06 20:20:50+00:00,Exercise,Life
2022-07-06 20:20:52+00:00,Make bed,Life
2022-07-06 20:21:33+00:00,Do Dishes,Life
2022-07-06 20:21:34+00:00,Do Laundry,Life
2022-07-06 20:23:45+00:00,Clean Litter Box,Life
2022-07-06 21:17:09+00:00,Do Duolingo,Life
2022-07-07 20:17:03+00:00,Take Out Trash,Life
2022-07-07 20:17:07+00:00,Make bed,Life
2022-07-07 20:17:09+00:00,Take Out Trash,Life
2022-07-07 20:58:41+00:00,Do Duolingo,Life
2022-07-07 21:12:15+00:00,Exercise,Life
2022-07-07 21:44:35+00:00,Vacuum,Life
2022-07-12 02:08:49+00:00,Do Laundry,Life
2022-07-12 02:08:51+00:00,Do Duolingo,Life
2022-07-12 02:08:52+00:00,Make bed,Life
2022-07-12 02:08:54+00:00,Take Out Trash,Life
2022-07-13 02:50:13+00:00,Do Duolingo,Life
2022-07-13 02:50:13+00:00,Make bed,Life
2022-07-13 17:36:27+00:00,Make bed,Life
2022-07-13 17:36:27+00:00,Do Laundry,Life
2022-07-13 19:36:15+00:00,Exercise,Life
2022-07-15 16:46:58+00:00,Make bed,Life
2022-07-15 16:47:00+00:00,Vacuum,Life
2022-07-18 03:19:15+00:00,Do Duolingo,Life
2022-07-18 18:40:40+00:00,Make bed,Life
2022-07-18 18:40:43+00:00,Do Laundry,Life
2022-07-18 18:40:45+00:00,Do Dishes,Life
2022-07-18 18:44:03+00:00,Clean Litter Box,Life
2022-07-18 19:40:47+00:00,Exercise,Life
2022-07-19 20:31:21+00:00,Exercise,Life
2022-07-20 16:08:11+00:00,Do Duolingo,Life
2022-07-22 21:21:43+00:00,Make bed,Life
2022-07-22 21:21:47+00:00,Vacuum,Life
2022-07-22 23:16:30+00:00,Do Dishes,Life
2022-07-22 23:16:33+00:00,Do Laundry,Life
2022-07-22 23:16:33+00:00,Exercise,Life
2022-07-22 23:39:01+00:00,Clean Litter Box,Life
2022-07-22 23:40:50+00:00,Take Out Trash,Life
2022-07-22 23:40:53+00:00,Do Duolingo,Life
2022-07-26 17:07:18+00:00,Exercise,Life
2022-07-26 17:07:18+00:00,Make bed,Life
2022-07-26 17:19:30+00:00,Do Duolingo,Life
2022-07-26 17:19:33+00:00,Buy Cat Food,Life
2022-07-26 17:40:10+00:00,Do Laundry,Life
2022-07-26 17:48:39+00:00,Do Dishes,Life
2022-07-27 19:12:13+00:00,Fill Out Question Tables,EED
2022-07-27 19:33:19+00:00,Exercise,Life
2022-07-27 19:33:20+00:00,Make bed,Life
2022-07-28 02:55:28+00:00,Do Duolingo,Life
2022-07-28 19:16:34+00:00,Clean Litter Box,Life
2022-07-28 19:16:39+00:00,Make bed,Life
2022-07-28 19:16:41+00:00,Rework Methods Based on Framework,EED
